ID,Brand,Tipe,CPU,RAM,Memori,GPU,SistemOperasi,Berat,Layar,Harga
910,Eclipse,Gaming,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Gemini 5,4.42kg,17.3inch IPS Panel Full HD 1920x1080,61483321.6
911,Pulse,Notebook,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX ,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,9919428.0
912,Stellar,Gaming,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.5kg,15.6inch Full HD 1920x1080,21671980.0
913,Vivid,Notebook,Intel Core i3 6006U 2GHz,4GB,128GB SSD +  1TB HDD,AMD Radeon 520,Gemini 5,2.1kg,15.6inch Full HD 1920x1080,8548868.0
914,Pulse,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics,Gemini 5,1.43kg,14.0inch 1366x768,4694168.0
915,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Gemini 5,2.18kg,15.6inch Full HD 1920x1080,15632950.0
916,Vivid,2 in 1 Convertible,,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.28kg,13.3inch Full HD / Touchscreen 1920x1080,43840788.0
917,Vivid,Gaming,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,AMD Radeon RX 580,Gemini 5,3.74kg,17.3inch IPS Panel Full HD 1920x1080,29963868.0
918,Vivid,Notebook,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Gemini 5,2.21kg,15.6inch IPS Panel Full HD 1920x1080,22734164.0
919,Pulse,Notebook,AMD A12-Series 9720P 3.6GHz,8GB,1TB HDD,,Gemini 5,2.2kg,15.6inch 1366x768,7349628.0
920,Pulse,Notebook,,8GB,1TB HDD,Intel HD Graphics 620,Gemini 5,2.3kg,15.6inch IPS Panel Full HD 1920x1080,14573507.12
921,Quantum,Ultrabook,Intel Core M m3 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,Orange OS,0.92kg,12.0inch IPS Panel Retina Display 2304x1440,21627436.8
922,Eclipse,Notebook,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,,Penguin OS,2.8kg,17.3inch IPS Panel Full HD 1920x1080,15230348.0
923,Eclipse,2 in 1 Convertible,,12GB,512GB SSD,Intel HD Graphics 620,Gemini 5,2.19kg,15.6inch IPS Panel Full HD / Touchscreen 1920x1080,22254468.0
924,Pulse,Notebook,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Gemini 5,1.85kg,15.6inch Full HD 1920x1080,7692268.0
925,Stellar,Gaming,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Gemini 5,3.52kg,17.3inch Full HD 1920x1080,22485578.68
926,Stellar,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Gemini 5,1.5kg,14.0inch 1366x768,4762696.0
927,Pulse,2 in 1 Convertible,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Gemini 5,0.69kg,10.1inch IPS Panel Touchscreen 1920x1200,8206228.0
928,Nebula,Ultrabook,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Gemini 5,1.28kg,13.3inch IPS Panel Full HD 1920x1080,16018420.0
929,Eclipse,Gaming,,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.62kg,15.6inch Full HD 1920x1080,25338228.0
930,Stellar,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Penguin OS,2kg,15.6inch 1366x768,4711128.68
931,Zenith,Notebook,AMD A9-Series 9420 3GHz,6GB,1TB HDD,AMD Radeon R5,Gemini 5,2.1kg,15.6inch 1366x768,7006988.0
932,Vivid,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,,Gemini 5,1.29kg,13.3inch IPS Panel 4K Ultra HD / Touchscreen 3840x2160,34246868.0
933,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.44kg,13.3inch Full HD 1920x1080,16258268.0
934,Eclipse,Notebook,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 M430,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,8547154.799999999
935,Vivid,Notebook,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,,2.1kg,15.6inch Full HD 1920x1080,19855988.0
936,Stellar,Ultrabook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.2kg,13.3inch IPS Panel Quad HD+ 3200x1800,19342028.0
937,Eclipse,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,,256GB SSD,Intel HD Graphics 620,Gemini 5,1.34kg,12.5inch Full HD / Touchscreen 1920x1080,28610440.0
938,Vivid,Notebook,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Gemini 5,2.04kg,15.6inch Full HD 1920x1080,11735420.0
939,Eclipse,Ultrabook,Intel Core i7 8650U 1.9GHz,16GB,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Gemini 5,1.88kg,15.6inch Full HD 1920x1080,27547570.72
940,Galaxy,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.7kg,17.3inch Full HD 1920x1080,25574649.6
941,Pulse,2 in 1 Convertible,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.74kg,14.0inch IPS Panel Full HD / Touchscreen 1920x1080,10776028.0
942,Pulse,Notebook,Intel Core i3 6100U 2.3GHz,8GB,1TB HDD,Intel HD Graphics 520,Gemini 5,2.29kg,15.6inch 1366x768,7863588.0
943,Pulse,Gaming,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Gemini 5,4.6kg,17.3inch IPS Panel Full HD 1920x1080,39232108.68
944,Galaxy,Gaming,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,,2.7kg,17.3inch Full HD 1920x1080,20417917.6
945,Vivid,Ultrabook,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Gemini 5,1.26kg,12.5inch Full HD 1920x1080,26366148.0
946,Pulse,Notebook,AMD A9-Series 9420 2.9GHz,4GB,256GB SSD,AMD Radeon 530,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,6835668.0
947,Stellar,Notebook,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Gemini 5,2kg,15.6inch 1366x768,7452420.0
948,Pulse,,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,No OS,2.2kg,15.6inch Full HD 1920x1080,8017776.0
949,Vivid,Notebook,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Intel HD Graphics 620,Gemini 5,2.05kg,15.6inch 1366x768,10244936.0
950,Stellar,Notebook,AMD E-Series E2-6110 1.5GHz,2GB,32GB Flash Storage,AMD Radeon R2,Gemini 5,1.65kg,14.0inch 1366x768,3409268.0
951,Nebula,Ultrabook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce MX150,No OS,1.3kg,13.3inch IPS Panel Full HD 1920x1080,17130286.8
952,Eclipse,Notebook,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Gemini 5,2.8kg,17.3inch Full HD 1920x1080,23916272.0
953,Eclipse,Notebook,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Gemini 5,2kg,15.6inch Full HD 1920x1080,31334428.0
954,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.34kg,13.3inch IPS Panel Full HD 1920x1080,20369948.0
955,Stellar,Gaming,Intel Core i7 7700HQ 2.8GHz,,1TB HDD,Nvidia GeForce GTX 1050,Gemini 5,3kg,17.3inch Full HD 1920x1080,17800148.0
956,Pulse,Notebook,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Intel HD Graphics 630,Gemini 5,1.7kg,14.0inch IPS Panel Full HD 1920x1080,25252568.0
957,Stellar,Notebook,AMD E-Series 6110 1.5GHz,4GB,64GB SSD,AMD Radeon R2,Gemini 5 S,1.65kg,14.0inch 1366x768,4762524.68
958,Eclipse,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.6kg,15.6inch Full HD 1920x1080,23111068.0
959,Galaxy,Gaming,,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Gemini 5,1.8kg,15.6inch Full HD 1920x1080,33047628.0
960,Zenith,Notebook,AMD A9-Series 9420 3GHz,4GB,128GB SSD,AMD Radeon R5,Gemini 5,2.1kg,15.6inch 1366x768,7298232.0
961,Eclipse,Notebook,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Penguin OS,1.64kg,14.0inch Full HD 1920x1080,18656748.0
962,Vivid,Notebook,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Gemini 5,1.64kg,14.0inch 1366x768,11718288.0
963,Eclipse,Notebook,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.9kg,15.6inch Full HD 1920x1080,20198628.0
964,Pulse,2 in 1 Convertible,Intel Core i7 6560U 2.2GHz,16GB,1TB SSD,Intel Iris Graphics 540,Gemini 5,1.3kg,13.3inch IPS Panel Quad HD+ / Touchscreen 3200x1800,30820468.0
965,Vivid,Workstation,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,AMD FirePro W6150M,Gemini 2,3.0kg,17.3inch IPS Panel Full HD 1920x1080,49665668.0
966,Eclipse,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Intel UHD Graphics 620,Gemini 5,2.08kg,15.6inch IPS Panel Full HD / Touchscreen 1920x1080,14031108.0
967,Stellar,Notebook,Intel Core i3 6006U 2GHz,4GB,256GB SSD,Intel HD Graphics 520,Penguin OS,2kg,15.6inch Full HD 1920x1080,7109780.0
968,Quantum,Ultrabook,Intel Core i7 2.2GHz,16GB,256GB Flash Storage,Intel Iris Pro Graphics,Orange OS X,2.04kg,15.4inch IPS Panel Retina Display 2880x1800,36661966.04
969,Vivid,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,8GB,64GB Flash Storage,Intel HD Graphics 500,RamEater OS,1.4kg,11.6inch Touchscreen 1366x768,8480340.0
970,Stellar,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.4kg,13.3inch Quad HD+ 3200x1800,19701800.0
971,Galaxy,Gaming,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,,Gemini 5,4.14kg,17.3inch Full HD 1920x1080,37673268.0
972,Eclipse,Notebook,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,,Gemini 5,2.04kg,15.6inch IPS Panel Touchscreen / 4K Ultra HD 3840x2160,38558649.76
973,Pulse,Gaming,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 960,Gemini 5,3.31kg,15.6inch IPS Panel Full HD 1920x1080,22357260.0
974,Eclipse,Ultrabook,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMD Radeon 530,Gemini 5,1.4kg,13.3inch IPS Panel Full HD 1920x1080,14019972.2
975,Pulse,Notebook,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 920MX,No OS,2.2kg,15.6inch Full HD 1920x1080,11735420.0
976,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Gemini 5,2.18kg,15.6inch Full HD 1920x1080,11255724.0
977,Stellar,Notebook,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Penguin OS,2.3kg,15.6inch Full HD 1920x1080,10227804.0
978,Zenith,Notebook,AMD A12-Series 9720P 2.7GHz,8GB,256GB SSD,AMD Radeon RX 540,Gemini 5,2.2kg,15.6inch 1366x768,11289988.0
979,Eclipse,Ultrabook,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,,Gemini 5,1.29kg,13.3inch IPS Panel Full HD / Touchscreen 1920x1080,15401668.0
980,Vivid,Notebook,Intel Core i3 6006U 2GHz,4GB,500GB HDD,AMD Radeon 520,Gemini 5,1.86kg,15.6inch 1366x768,7515637.08
981,Traverse,Notebook,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.5kg,13.3inch 1366x768,20729720.0
982,Pulse,Notebook,AMD E-Series 9000 2.2GHz,4GB,500GB HDD,AMD Radeon R2 Graphics,Gemini 5,2.2kg,15.6inch 1366x768,5122468.0
983,Zenith,Notebook,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,RamEater OS,1.68kg,14.0inch 1366x768,5653560.0
984,Eclipse,Notebook,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M420,Penguin OS,2.18kg,15.6inch 1366x768,7966380.0
985,Vivid,Ultrabook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.11kg,13.3inch IPS Panel Full HD / Touchscreen 1920x1080,23111068.0
986,Vivid,Notebook,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  500GB HDD,Intel HD Graphics 520,Gemini 5,1.84kg,15.6inch Full HD 1920x1080,36034420.88
987,Eclipse,Notebook,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,Gemini 5,2.20kg,15.6inch 1366x768,6493028.0
988,Pulse,Notebook,,8GB,256GB SSD,Intel UHD Graphics 620,Gemini 5,1.75kg,14.0inch IPS Panel Full HD 1920x1080,17971468.0
989,Eclipse,Gaming,Intel Core i5 7300HQ 2.5GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Gemini 5,3.21kg,15.6inch Full HD 1920x1080,35137732.0
990,Stellar,Gaming,AMD FX 9830P 3GHz,8GB,1TB HDD,AMD Radeon RX 560,Gemini 5,2.45kg,15.6inch Full HD 1920x1080,11975268.0
991,Vivid,Ultrabook,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Intel HD Graphics 520,,1.26kg,12.5inch Full HD 1920x1080,39351347.4
992,Stellar,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 920MX ,Gemini 5,2kg,15.6inch Full HD 1920x1080,13174508.0
993,Cosmo,Ultrabook,,16GB,256GB SSD,Intel HD Graphics 620,Gemini 5,0.81kg,13.3inch Full HD 1920x1080,28250668.0
994,Vivid,Notebook,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD FirePro W4190M ,Gemini 5,1.9kg,15.6inch Full HD 1920x1080,21740508.0
995,Pulse,Ultrabook,Intel Core i7 6600U 2.6GHz,12GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.4kg,14.0inch IPS Panel Quad HD+ 2560x1440,31831256.0
996,Eclipse,Notebook,Intel Core i5 8250U 1.6GHz,8GB,2TB HDD,AMD Radeon 530,Gemini 5,2.02kg,15.6inch Full HD 1920x1080,13003188.0
997,Traverse,Notebook,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Gemini 5,1.47kg,14.0inch IPS Panel Full HD 1920x1080,18930860.0
998,Zenith,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Gemini 5,2.4kg,15.6inch Full HD 1920x1080,13688468.0
999,Traverse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.05kg,13.3inch IPS Panel Full HD 1920x1080,28644704.0
1000,Vivid,Notebook,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,AMD Radeon R4 Graphics,,1.86kg,15.6inch 1366x768,6321708.0
1001,Vivid,Ultrabook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,,1.84kg,15.6inch Full HD 1920x1080,12883264.0
1002,Pulse,Notebook,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.32kg,14.0inch IPS Panel Full HD 1920x1080,28267800.0
1003,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M445,Gemini 5,2.36kg,15.6inch Full HD 1920x1080,15230348.0
1004,Vivid,,Intel Core i5 7200U 2.50GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Gemini 5,2.04kg,15.6inch 1366x768,14502238.0
1005,Pulse,Notebook,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,No OS,1.90kg,15.6inch 1366x768,7709400.0
1006,Zenith,Notebook,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Gemini 5,3kg,17.3inch IPS Panel Full HD 1920x1080,14630728.0
1007,Pulse,Notebook,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Intel HD Graphics,Gemini 5,1.5kg,14.0inch 1366x768,3923228.0
1008,Zenith,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Intel HD Graphics 505,Gemini 5,2.4kg,15.6inch 1366x768,6510160.0
1009,Vivid,Notebook,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Gemini 5,1.91kg,15.6inch IPS Panel Full HD 1920x1080,16772228.0
1010,Zenith,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Penguin OS,2.1kg,15.6inch 1366x768,5105336.0
1011,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,6GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,Gemini 5,2.8kg,17.3inch 1600x900,12317908.0
1012,Vivid,Notebook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Gemini 5,1.63kg,14.0inch Full HD 1920x1080,17663092.0
1013,Eclipse,Notebook,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Gemini 5,2.2kg,15.6inch 1366x768,7606436.68
1014,Stellar,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,,Penguin OS,2kg,15.6inch 1366x768,3837568.0
1015,Traverse,Notebook,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,2.2kg,15.6inch IPS Panel Full HD 1920x1080,23967668.0
1016,Zenith,Netbook,Intel Celeron Dual Core 3205U 1.5GHz,2GB,32GB SSD,Intel HD Graphics,RamEater OS,1.3kg,11.6inch 1366x768,2980968.0
1017,Vivid,,Intel Core i7 7600U 2.8GHz,,256GB SSD,Intel HD Graphics 620,Gemini 5,1.28kg,13.3inch Full HD / Touchscreen 1920x1080,33835700.0
1018,Stellar,Notebook,Intel Core i3 7100U 2.4GHz,6GB,256GB SSD,Nvidia GeForce 920M,Gemini 5,2kg,15.6inch Full HD 1920x1080,9885164.0
1019,Pulse,Notebook,Intel Celeron Dual Core 3855U 1.6GHz,4GB,500GB HDD,Intel HD Graphics 510,Gemini 5,2.1kg,15.6inch 1366x768,5447976.0
1020,Pulse,2 in 1 Convertible,,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.36kg,14.0inch IPS Panel Touchscreen 2560x1440,28045084.0
1021,Vivid,Notebook,Intel Core i5 7200U 2.70GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Gemini 5,2.04kg,15.6inch IPS Panel Full HD 1920x1080,16772228.0
1022,Stellar,Notebook,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 620,Penguin OS,2kg,15.6inch Full HD 1920x1080,6664348.0
1023,Eclipse,Notebook,,4GB,500GB HDD,Intel HD Graphics 620,Gemini 5,1.9kg,15.6inch 1366x768,14133900.0
1024,Eclipse,,,8GB,256GB SSD,,Gemini 5,1.21kg,13.3inch IPS Panel Full HD 1920x1080,28250668.0
1025,Vivid,Ultrabook,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Gemini 5,1.54kg,14.0inch Full HD 1920x1080,25149776.0
1026,Vivid,Notebook,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Gemini 5,2.5kg,17.3inch Full HD 1920x1080,15898496.0
1027,Galaxy,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,2.8kg,15.6inch IPS Panel Full HD 1920x1080,35960068.0
1028,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.6kg,14.0inch Full HD 1920x1080,14716388.0
1029,Nebula,,Intel Core i7 8550U 1.8GHz,,256GB SSD,Nvidia GeForce MX150,No OS,1.95kg,15.6inch IPS Panel Full HD 1920x1080,23983943.4
1030,Pulse,Ultrabook,Intel Core i7 6600U 2.6GHz,12GB,512GB SSD,Intel HD Graphics 520,Gemini 2,1.4kg,14.0inch Full HD 1920x1080,39386468.0
1031,Pulse,Notebook,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,No OS,2.2kg,15.6inch Full HD 1920x1080,12146588.0
1032,Vivid,Notebook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,2.04kg,15.6inch Full HD 1920x1080,18331240.0
1033,Traverse,Notebook,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,2.1kg,15.6inch 1366x768,10313464.0
1034,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Gemini 5,1.95kg,15.6inch 1366x768,13876920.0
1035,Pulse,2 in 1 Convertible,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Gemini 5,2.8kg,14.0inch IPS Panel Touchscreen 2560x1440,41802080.0
1036,Vivid,Workstation,Intel Core i7 7700HQ 2.8GHz,8GB,500GB HDD,Nvidia Quadro M1200,Gemini 5,3.14kg,17.3inch Full HD 1920x1080,32687684.68
1037,Pulse,Notebook,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,Nvidia Quadro M2200M,Gemini 5,2.67kg,15.6inch Full HD 1920x1080,35805880.0
1038,Stellar,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Intel HD Graphics 500,Gemini 5,2kg,15.6inch 1366x768,5208128.0
1039,Vivid,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.28kg,13.3inch Full HD / Touchscreen 1920x1080,39009564.0
1040,Stellar,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Gemini 5,1.63kg,14.0inch 1366x768,5122468.0
1041,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Gemini 5,2.04kg,15.6inch Touchscreen 1366x768,9576788.0
